FactID,Year,StateCode,DistrictCode,LevelOfEducation,TotalEnrollment,FemaleEnrollment,GrossEnrollmentRatio,DropoutRate,TeacherCount,TeacherTrainedCount,AvgTrainingHours,SchoolsTotal,SchoolsWithInternet,SmartClassroomsCount,DigitalReadySchools,StudentsWithDevices,StudentsWithDisabilities,GirlToBoyRatio,VocationalEnrollment,SkillCertifiedLearners,SkillPlacementRate,BudgetAllocated,BudgetUtilized,PolicyImplementationScore,AccessIndex,QualityIndex,InfrastructureIndex,EquityIndex,GovernanceIndex,OverallNEPIndex,Source,LastUpdated,MathScore,ReadingScore,ScienceScore,AverageScore,PassPercentage,StudentPerformanceIndex,StudentsScoring75Plus,SchoolsWithLibrary,SchoolsWithLab,SchoolsWith5334Structure,SchoolsWithRegionalCurriculum,TeachersGraduate,TeachersPostGraduate,TeachersWithBEd,Date,PolicyId
F_S21_Pre-Primary_2024,2024,S27,D0038,Pre-Primary,579791,382627,74.12675993,3.643519765,13453,21412,64.19760059,5277,3195,3135,6200,235111,1078,0.811113084,1503,83105,40.68831892,6777598,1197469.19,90.43449152,76.72344243,59.35608112,74.69312407,58.42780607,89.42054668,52.3316876,Education Survey Data,01-11-2025,71.31,61.75,68.28,67.11,73.82,70.23,215,177,189,132,197,3548,1302,2451,16-12-2025,P018
F_S21_Pre-Primary_2025,2025,S30,D0034,Pre-Primary,62927,91404,64.8058111,5.675397815,42312,37917,99.42512483,2353,6151,3692,5071,386860,5333,0.993856173,18136,26613,51.7191057,9570287,8373427.979,62.828297,56.21198639,53.67813656,52.21844535,81.76292148,59.33686594,67.90461351,Education Survey Data,01-11-2025,83.01,78.31,73.38,78.23,86.05,77.89,370,87,77,51,97,1526,955,1530,10-12-2023,P002
F_S21_Primary_2020,2020,S20,D0017,Primary,289647,62778,85.47868742,9.642415566,48610,14245,29.00461355,7910,3172,2258,2431,490453,9859,0.952667352,9536,13518,50.42698107,9139630,2353659.903,89.62469686,67.43090513,82.16779561,57.27973388,91.85802988,78.6713486,58.84640222,Education Survey Data,01-11-2025,61.81,66.75,65.7,64.75,71.23,66.55,304,61,70,61,70,1259,609,814,25-11-2025,P013
F_S21_Primary_2021,2021,S14,D0003,Primary,179675,437954,87.99053875,7.179599773,39068,16919,28.79141263,7543,5492,6185,5294,456944,3205,1.103075359,18182,68712,64.60021139,2288783,3826399.534,99.67657057,50.97158649,58.96434934,84.46530343,59.45327657,97.93682804,74.37198281,Education Survey Data,01-11-2025,58.04,71.41,70.09,66.51,73.16,63.47,341,78,64,55,62,1528,582,1244,24-07-2021,P005
F_S21_Primary_2022,2022,S16,D0044,Primary,765473,317722,93.34737547,6.391887841,18595,35214,93.46203746,6909,5501,2386,3076,348170,1674,0.905441058,10480,82244,49.53282552,5156865,6753439.454,88.39356992,54.27104754,80.66510508,52.25818098,80.4156554,68.91842775,66.49631154,Education Survey Data,01-11-2025,53.77,71.98,61.35,62.37,68.61,60.68,150,157,147,142,145,2687,1080,2343,10-12-2023,P020
F_S21_Primary_2023,2023,S15,D0046,Primary,697008,586822,85.51137637,9.264409331,32684,18068,17.6765158,3432,7583,221,6077,382551,3776,0.876317002,16197,49818,56.16110588,6301044,8844276.183,65.08833054,75.7192212,75.05429076,52.32112417,52.01330231,85.24782317,94.26722747,Education Survey Data,01-11-2025,79.97,68.19,64.23,70.8,77.88,64.42,373,316,316,227,299,6396,3425,4516,12-12-2020,P012
F_S21_Primary_2024,2024,S30,D0034,Primary,394338,28580,81.16957071,2.736927557,44927,15400,30.92713129,5613,1656,1719,3766,364886,4934,0.828155594,266,78650,42.66442186,1802673,6451857.661,70.64585036,95.87530955,95.03542509,51.45324916,61.09752749,97.40855522,64.46611092,Education Survey Data,01-11-2025,73.23,74.11,64.15,70.5,77.55,66.88,124,325,315,245,203,5360,3084,4051,15-08-2024,P008
F_S21_Primary_2025,2025,S14,D0022,Primary,573230,524842,86.51553991,1.075223798,32672,39046,81.67491527,8687,3131,2148,4989,83251,503,1.032805222,15862,19520,84.77270134,1784039,5821655.911,65.09153348,55.54099923,55.90767717,70.74414216,56.38215236,82.32551173,74.77172777,Education Survey Data,01-11-2025,67.56,66.68,59.28,64.51,70.96,64.54,94,126,116,70,131,2548,1236,1835,17-06-2020,P005
F_S21_Secondary_2020,2020,S22,D0029,Secondary,743005,267822,95.42013264,1.729971095,38934,17020,45.07975642,4185,2314,1657,3560,337840,8021,0.991365319,11253,38120,53.92681983,8486982,7720523.767,91.71283019,95.96944031,65.34199306,87.92650196,74.19020054,53.01526951,64.27430944,Education Survey Data,01-11-2025,70.24,76.1,64.41,70.25,77.28,72.11,210,91,103,68,90,1785,810,1121,12-03-2025,P012
F_S21_Secondary_2021,2021,S22,D0029,Secondary,278693,510396,78.98478374,7.357168175,7989,30094,83.20494392,2941,379,770,1438,432178,5125,0.958618077,6839,76341,62.13149127,2384818,3969140.657,84.46983441,75.82276391,59.98596047,73.17942034,63.75404428,94.08019299,52.64298266,Education Survey Data,01-11-2025,59,60.58,52.06,57.21,62.93,53.17,271,75,84,53,62,1364,678,989,24-03-2022,P004
F_S21_Secondary_2022,2022,S13,D0005,Secondary,536785,78921,84.84830577,3.232774595,47376,8064,61.26671134,6012,3074,4481,517,37395,7181,1.146511291,7869,27975,41.07469887,7276213,3936211.099,89.29011041,59.85474883,87.80804228,74.89825086,54.33515797,76.81878187,68.96388643,Education Survey Data,01-11-2025,87.57,70.88,61.58,73.34,80.67,69.91,233,108,106,113,82,2459,1383,1488,03-10-2022,P001
F_S21_Secondary_2023,2023,S17,D0010,Secondary,158315,592137,96.10219065,7.008850463,32118,24984,65.92446331,8571,4075,122,4516,185180,6414,0.88396359,9379,43966,84.92456465,3470891,1148720.844,82.95544589,67.77483461,66.44326251,82.27680156,63.56213742,94.67112447,67.32220621,Education Survey Data,01-11-2025,69.03,83.57,63.44,72.01,79.21,69.36,341,264,276,249,291,5006,2886,3493,15-12-2023,P015
F_S21_Secondary_2024,2024,S17,D0010,Secondary,283876,48444,69.61733468,9.233936715,42214,18900,20.64888284,3816,4045,6276,6551,447235,9912,0.982583314,4662,91549,80.36126051,2030692,1914789.94,99.43530614,65.20657084,98.20615128,64.8862852,89.80959737,64.09447263,69.61780073,Education Survey Data,01-11-2025,68.88,63,63.69,65.19,71.71,59.48,281,303,260,276,201,5403,2458,4442,06-04-2021,P010
F_S21_Secondary_2025,2025,S32,D0009,Secondary,269813,316469,62.02050096,6.154638859,22393,30062,57.69121569,8043,2225,1155,1486,51507,1912,1.101277572,9042,15454,85.08174536,3368674,2780290.769,74.65106195,77.61663775,78.54753215,91.84224237,66.93306544,97.23463291,59.10590885,Education Survey Data,01-11-2025,73.81,65.26,63.83,67.63,74.39,67.64,136,278,209,210,163,4464,2577,4143,08-07-2020,P015
F_S21_Higher_2020,2020,S25,D0021,Higher,835741,140996,97.34505863,4.323311538,37168,18419,94.8322959,6098,1356,295,5800,54586,5659,1.123915162,8441,52471,83.83402083,3906983,2059140.998,96.13282807,81.18012838,65.81284554,53.74954591,97.82076528,75.45647831,93.9330628,Education Survey Data,01-11-2025,71.85,73.6,65.44,70.3,77.33,66.1,370,324,259,264,242,4742,2935,3708,28-06-2020,P001
F_S21_Higher_2021,2021,S09,D0013,Higher,179743,281385,79.96441159,9.229689792,26117,33771,76.11642551,6186,3147,504,1679,408845,7843,1.127293263,9587,10300,58.59831362,2309073,3867251.547,64.31562842,77.93540099,86.18543425,85.16024464,54.478742,58.60573785,93.15354386,Education Survey Data,01-11-2025,69.79,71.26,70.31,70.45,77.5,67.82,96,168,188,105,121,3143,1423,3090,22-05-2024,P004
F_S21_Higher_2022,2022,S17,D0010,Higher,849235,192833,83.05497236,6.656326587,35408,38247,61.94728546,2594,653,2125,751,253848,372,1.128655416,18445,95921,48.57699883,6464986,2046627.912,53.24885424,80.13337783,73.76232786,92.30353904,69.62562465,99.07315858,62.46252124,Education Survey Data,01-11-2025,61.68,72.45,73.87,69.33,76.26,66.04,350,328,324,250,373,6735,2996,6115,04-08-2020,P011
F_S21_Higher_2023,2023,S27,D0038,Higher,923879,225409,83.73592008,5.298773369,23764,25706,89.52790996,3482,2454,3261,6249,295085,3643,0.957580735,13649,97388,73.56594556,3854776,3573409.693,91.35271545,77.70201303,74.2434237,65.22834389,81.8669832,75.74377303,57.33640087,Education Survey Data,01-11-2025,71.77,73.42,60.15,68.45,75.3,64.24,166,159,169,142,145,2670,1280,2991,18-01-2021,P014
F_S21_Higher_2024,2024,S09,D0011,Higher,417106,224124,90.73374663,1.622805559,2559,17746,48.21730071,7982,6101,3686,1198,74700,8343,1.099811246,4370,68571,71.00189432,2758989,1909193.466,90.64480024,70.78759655,63.41343207,96.11108491,57.20702465,76.91783384,68.43067594,Education Survey Data,01-11-2025,83.06,74.44,55.17,70.89,77.98,68.78,233,262,240,219,243,4550,1942,4530,23-01-2024,P007
F_S21_Higher_2025,2025,S10,D0004,Higher,245623,88227,72.66268275,8.269773413,47831,12313,21.23755294,4760,557,5485,4807,236056,851,1.108635655,14072,1851,49.94807677,9709201,6155600.594,95.62575993,71.57115733,66.48445666,81.63788078,70.46122473,86.72451212,63.25351496,Education Survey Data,01-11-2025,78.76,77.77,56.62,71.05,78.16,68.3,210,98,81,82,104,1513,960,1315,09-09-2022,P003
F_S21_Vocational_2020,2020,S15,D0046,Vocational,783106,333010,97.24753314,3.308181097,7654,18980,71.46522352,6177,7877,3971,4301,205105,2294,0.868706217,10898,66333,87.28767928,2688401,5070918.615,90.41761198,88.63729468,78.75747534,75.95214924,62.97076671,83.81196737,55.07686774,Education Survey Data,01-11-2025,80.75,72.87,61.62,71.75,78.93,68.46,133,246,269,148,216,4285,1934,2855,20-10-2025,P004
F_S21_Vocational_2021,2021,S07,D0031,Vocational,338382,313056,79.62327407,7.590461984,32235,15023,81.21865039,8921,7023,3300,1749,283376,3864,1.167328318,17359,60875,79.84291075,4853884,4495469.46,52.11833046,64.43501626,79.12966081,91.34594553,65.57471685,54.74253145,60.72963929,Education Survey Data,01-11-2025,63.91,68.31,62.83,65.02,71.52,61.33,173,319,330,185,271,6438,3532,5106,18-02-2021,P019
F_S21_Vocational_2022,2022,S01,D0049,Vocational,749448,450100,65.8232399,7.75764684,20293,5485,70.08881173,4565,7667,6922,1554,8180,9263,0.826102633,10141,18020,71.04105667,1390255,5231288.65,83.1617932,62.553011,68.00963313,79.85201756,86.39711433,54.32955127,94.01287763,Education Survey Data,01-11-2025,60.08,74.71,59.07,64.62,71.08,64.12,125,76,91,79,85,1609,934,1249,13-02-2020,P008
F_S21_Vocational_2023,2023,S30,D0034,Vocational,520758,218747,86.33750534,6.586234553,38612,38031,41.56894318,8324,324,1351,4787,471153,6226,0.911943919,15163,43384,88.85307945,4232299,6183490.941,88.40946366,73.96420695,75.3654639,59.37188878,75.71073773,71.7225332,62.90292879,Education Survey Data,01-11-2025,66.99,83.3,54.33,68.21,75.03,71.35,136,261,245,232,251,5952,2111,5055,16-07-2021,P004
F_S21_Vocational_2024,2024,S26,D0042,Vocational,949558,523965,78.76355108,3.785757738,38730,29433,13.06193503,4031,1638,2149,1887,300314,1435,0.860084355,6870,87278,72.45378336,8856871,6271679.857,73.36619548,89.88777747,59.94101334,71.39086854,56.60707802,57.79405485,76.9254513,Education Survey Data,01-11-2025,68.45,69.07,61.89,66.47,73.12,65.24,127,329,287,205,279,6596,3167,6412,03-03-2023,P012
F_S21_Vocational_2025,2025,S07,D0035,Vocational,864598,242396,83.20875756,3.024822006,41366,17239,88.59100464,9204,5427,6325,1202,295145,8668,0.892910066,12435,93358,41.74423228,1094540,6202405.875,91.43453828,58.34513605,90.18039477,52.52226062,62.22060561,91.41596046,63.6312545,Education Survey Data,01-11-2025,76.75,63.18,67.63,69.19,76.11,70.26,224,45,44,37,41,702,430,610,03-06-2023,P014
F_S22_Pre-Primary_2020,2020,S14,D0039,Pre-Primary,140204,421320,77.08113405,1.61215733,9431,25764,85.21665506,3533,6942,6039,1619,406645,4858,0.866407383,14127,41264,91.76058286,6133525,8578800.563,95.84754667,67.41640674,68.60012447,54.49921165,52.25032884,81.64339388,85.47664856,Education Survey Data,01-11-2025,54.46,77.75,71.36,67.86,74.65,61.9,312,57,60,57,61,1194,618,814,16-03-2021,P009
F_S22_Pre-Primary_2021,2021,S14,D0039,Pre-Primary,884860,482036,71.25472381,2.855074397,28323,36147,47.82212512,1498,1499,195,2666,167444,5486,1.024320044,19833,4823,82.95178782,4868070,8052333.532,71.5054748,62.86784596,93.20271922,92.6203347,79.82731434,76.40613288,63.09908276,Education Survey Data,01-11-2025,80.24,69.16,60.98,70.13,77.14,68.59,252,295,237,169,295,5571,2945,3621,05-11-2022,P001
F_S22_Pre-Primary_2022,2022,S01,D0033,Pre-Primary,159816,524357,67.18568808,3.951937643,12859,21482,37.17725476,494,6322,121,5635,134688,8779,0.833491291,13339,5903,65.27283402,7106983,6493962.213,66.94366928,90.68441056,56.50849986,91.42001993,90.85613741,61.79932828,66.74188114,Education Survey Data,01-11-2025,66.74,54.79,62.28,61.27,67.4,56.85,308,148,119,127,155,2566,1164,1579,27-02-2022,P020
F_S22_Pre-Primary_2023,2023,S28,D0008,Pre-Primary,934060,477642,67.60752262,8.941871901,4923,28048,53.67979404,9909,5385,5399,313,338904,887,0.875174667,16302,22538,51.41227131,8352023,6402391.75,73.10939036,68.11009836,93.94931589,65.75664543,68.61288674,61.44743547,64.97338637,Education Survey Data,01-11-2025,64.58,75.93,57.66,66.06,72.67,60.02,257,421,383,353,372,6902,3214,5369,13-09-2023,P005
F_S22_Pre-Primary_2024,2024,S01,D0032,Pre-Primary,942726,58741,81.08177933,2.795037021,15224,22618,77.46769365,5770,3486,4607,2728,421377,9830,0.859356477,10415,98050,91.85933317,2824183,3926918.923,57.27826562,58.8857942,50.0016989,99.01700897,80.72852883,78.39171757,69.04136629,Education Survey Data,01-11-2025,59.9,66.25,65.72,63.96,70.36,60.35,264,94,75,79,82,1624,769,1223,12-11-2020,P014
F_S22_Pre-Primary_2025,2025,S01,D0033,Pre-Primary,823380,451951,91.52366475,7.02823062,42270,14205,19.85742577,4743,5613,5311,6963,83684,3935,0.967790722,10467,33411,79.54595914,3875962,8424286.935,62.36441726,99.22136357,95.3360106,87.52989105,76.75398584,51.1414991,62.80427987,Education Survey Data,01-11-2025,54.76,69.37,58.36,60.83,66.91,63.32,245,218,197,189,208,3745,2199,3323,12-05-2023,P014
F_S22_Primary_2020,2020,S28,D0008,Primary,318044,324843,84.87723549,5.899854863,26820,34079,13.22529423,1320,4108,3706,6954,171953,6497,1.188248612,11424,2473,72.62545904,2219330,2423981.95,84.97915447,55.50891011,90.49166069,82.9564133,72.53099567,86.55412873,53.12345949,Education Survey Data,01-11-2025,74.59,72.32,71.16,72.69,79.96,73.27,223,246,242,215,174,4846,2289,4080,11-07-2020,P004
F_S22_Primary_2021,2021,S15,D0046,Primary,764244,520986,82.72364685,7.45726837,31932,31744,72.67017949,1756,3295,3826,929,121501,9883,1.165240276,6280,67601,81.65946888,5215781,8181144.197,74.84298812,92.08627152,84.81169905,96.9008139,83.77157144,50.39142401,81.21072508,Education Survey Data,01-11-2025,68.59,71.33,49.93,63.28,69.61,62.68,261,199,169,128,152,3594,2067,3305,18-04-2021,P016
F_S22_Primary_2022,2022,S29,D0014,Primary,147035,380488,91.64296848,9.89704203,12752,27313,77.55008123,9608,264,1424,2208,440185,9846,0.89391381,4030,85517,47.31963473,6422436,8986983.81,69.38791123,63.92544444,54.62883666,68.09244023,83.34456744,91.60723219,88.18382972,Education Survey Data,01-11-2025,57.68,74.97,62.76,65.14,71.65,59.03,91,210,210,94,186,2995,1496,2912,27-12-2024,P019
F_S22_Primary_2023,2023,S30,D0034,Primary,450862,295570,72.9027771,4.501459501,14795,37924,73.83815767,6114,628,5167,5152,415197,4874,1.13341622,3794,12753,43.02632933,8840619,1694547.269,95.23161448,51.4935608,98.13703669,53.13198647,54.96781865,61.35462327,86.17768139,Education Survey Data,01-11-2025,57.64,66.95,68.71,64.43,70.87,62.4,314,249,238,150,261,4952,3172,4792,20-05-2022,P020
F_S22_Primary_2024,2024,S28,D0008,Primary,627648,259144,94.13040085,8.790043903,39702,28802,19.62355648,3380,1827,3017,6651,55023,8055,1.164876959,8203,34942,88.7636127,3685901,8101862.729,82.82378011,95.45540838,75.38702457,90.59100397,51.97540796,58.09608505,86.80801235,Education Survey Data,01-11-2025,65.31,73.59,67.65,68.85,75.74,67.87,311,290,260,198,198,4879,2711,3400,24-02-2024,P009
F_S22_Primary_2025,2025,S26,D0042,Primary,728534,211359,67.99789249,8.032691095,34133,21963,66.29508082,7616,5228,6701,3295,123418,6120,1.161080634,19358,50533,82.1673886,8424777,6701328.015,76.84683197,92.0737525,97.16427557,62.99461297,97.1922931,53.33904398,63.13471393,Education Survey Data,01-11-2025,81.35,68.18,90.24,79.92,87.91,77.45,174,231,215,141,157,3339,1788,3445,23-05-2022,P015
F_S22_Secondary_2020,2020,S21,D0007,Secondary,655363,341462,89.92454454,6.6178524,43475,6345,15.61672468,6964,8844,2207,4297,322652,7365,0.975790409,6706,2860,59.77088112,6948232,1570933.305,77.39722872,70.83238611,86.36927834,62.23615815,58.92834954,87.63670869,83.17966138,Education Survey Data,01-11-2025,65.92,75.17,69.15,70.08,77.09,62.54,313,408,335,236,316,6328,3796,6310,19-07-2021,P004
F_S22_Secondary_2021,2021,S09,D0013,Secondary,191600,371841,67.02026582,6.583009233,42482,34861,70.55491416,139,5374,920,2335,461830,1870,0.834074067,9206,94840,66.79689587,9352202,4224099.87,58.55458319,63.05425256,59.18773761,80.95546564,61.18470032,81.24099341,69.65406542,Education Survey Data,01-11-2025,55.97,74.31,56.96,62.41,68.65,58.5,72,42,43,33,43,784,382,595,28-06-2024,P006
F_S22_Secondary_2022,2022,S25,D0021,Secondary,524900,453709,64.09784294,5.38334022,19991,28135,77.60235241,2838,6701,1170,5009,94738,9935,0.850126745,10030,78005,92.02006316,7380737,6338958.914,75.04346422,51.39980027,66.87527999,84.39462251,91.81319577,56.68481441,72.78203938,Education Survey Data,01-11-2025,66.03,63.45,65.14,64.87,71.36,63.19,133,286,320,191,339,6102,2605,4090,23-06-2024,P020
F_S22_Secondary_2023,2023,S02,D0047,Secondary,971562,100797,82.91088472,1.239373443,46281,6307,58.08323754,3620,7338,4127,5843,123354,9479,1.060886284,18263,4391,77.72962735,1053047,4938313.425,84.89609288,84.38556717,59.26864199,92.38088765,66.77146702,89.57826238,78.54780661,Education Survey Data,01-11-2025,65.82,77.6,50.01,64.48,70.93,64.64,89,324,299,298,351,6241,2340,5643,22-10-2021,P016
F_S22_Secondary_2024,2024,S01,D0032,Secondary,422443,233126,82.53515914,6.94848287,15719,21080,37.0116134,4442,3285,1139,3782,230556,7043,0.877771146,5239,95569,42.70419002,8238063,4649117.026,50.51216872,72.50642282,53.18319893,57.57782162,83.03713179,66.7759864,78.62472577,Education Survey Data,01-11-2025,46.42,66.25,65.27,59.31,65.24,51.79,268,144,143,101,156,3150,1133,1788,27-10-2023,P018
F_S22_Secondary_2025,2025,S09,D0011,Secondary,113685,458595,62.98818279,3.380902569,38980,11662,60.3225875,5136,7642,798,1536,359378,9114,1.012267014,6633,81069,87.8024554,5900282,6129893.529,74.15167338,52.00576053,93.51815962,75.85302519,58.41898258,60.42494399,76.33448429,Education Survey Data,01-11-2025,67.57,75.66,58.5,67.24,73.96,65.03,297,116,94,85,112,1855,891,1540,23-05-2025,P018
F_S22_Higher_2020,2020,S29,D0014,Higher,256344,490250,63.44275291,5.173621298,4466,16497,82.72320008,8708,7631,3821,4006,317369,8952,0.933896038,13081,63491,64.28943505,4054870,2677024.082,57.77390621,53.19711193,98.81414859,95.17398713,69.27827936,98.94276223,72.32713225,Education Survey Data,01-11-2025,66.15,72.57,74.24,70.99,78.09,69.32,332,130,115,89,102,2198,1213,1593,05-10-2024,P003
F_S22_Higher_2021,2021,S09,D0011,Higher,354269,102361,76.62899552,8.713111237,26172,666,82.17100698,4287,3047,1190,1766,363824,7067,0.983707226,3805,84516,86.49305459,9086962,1232208.577,62.41316722,96.75804844,54.69847781,74.68987242,99.08506525,82.09766142,90.23892458,Education Survey Data,01-11-2025,73.57,82.87,61.05,72.5,79.75,72.8,81,113,120,64,100,2443,1161,1926,30-11-2024,P011
F_S22_Higher_2022,2022,S20,D0002,Higher,76323,430549,96.2539655,2.56815215,1640,38624,12.248609,8203,3065,6075,4652,281324,5251,1.017673466,10400,33976,46.72795177,4512164,1347787.725,88.96672178,59.42913225,73.02382822,70.80896485,92.61781944,59.36002449,86.64992946,Education Survey Data,01-11-2025,82.79,68.44,64.95,72.06,79.27,71.93,238,447,386,376,318,6402,2798,6563,05-06-2020,P014
F_S22_Higher_2023,2023,S30,D0034,Higher,384925,208451,72.8745039,7.571798938,35725,34614,25.40238849,9968,7270,5088,869,340335,2090,1.066860996,18022,3222,85.1079726,1947050,863820.748,70.94090756,88.09503935,64.87949789,56.63185562,73.03544767,94.62640386,97.24069144,Education Survey Data,01-11-2025,77.01,67.55,60.28,68.28,75.11,68.2,286,76,59,58,70,1442,804,1039,10-06-2025,P001
F_S22_Higher_2024,2024,S16,D0044,Higher,749752,263104,96.7109334,9.076697118,39271,30291,45.97221802,1739,6659,6442,1824,281955,8726,0.826114715,14158,23837,94.73305994,3255237,8199794.322,57.36560607,81.37567001,56.14676539,98.30086683,83.49488346,88.37591786,83.14846068,Education Survey Data,01-11-2025,65.85,69.86,81.65,72.45,79.7,67.81,129,68,73,49,51,1424,703,1051,15-03-2022,P014
F_S22_Higher_2025,2025,S02,D0047,Higher,632554,388884,75.48633746,5.019755467,32178,31803,60.33066591,5957,4818,3468,3968,169746,8373,0.95380869,15794,55202,66.47219308,1645567,8847999.881,51.55502255,62.07751861,74.48386506,86.54575852,52.25682468,63.05445465,69.1981698,Education Survey Data,01-11-2025,59.15,67.88,63.11,63.38,69.72,56.32,250,291,289,151,239,4224,2896,4676,03-05-2024,P010
F_S22_Vocational_2020,2020,S20,D0017,Vocational,470326,548880,69.92962794,1.368798601,17359,15564,35.85144138,2119,6816,5922,196,451501,4435,1.138168983,12403,29263,83.26694794,4107721,1041257.356,62.81985164,63.03635974,68.52380804,99.15704124,66.08684831,50.79676073,72.98459614,Education Survey Data,01-11-2025,88.59,75.6,82.49,82.23,90.45,77.83,120,206,175,123,176,3611,1796,3043,07-02-2020,P011
F_S22_Vocational_2021,2021,S29,D0014,Vocational,337406,151632,95.1551544,3.282708427,16967,39126,51.4518479,5484,2880,5351,5010,196630,6160,1.046936209,12572,5971,48.7941443,4816446,2472062.675,66.73112605,54.67272369,75.57821927,53.07182825,95.47263673,68.97246125,89.65950473,Education Survey Data,01-11-2025,68.47,58.69,73.33,66.83,73.51,68.15,126,202,192,96,159,3664,1423,3267,02-12-2022,P001
F_S22_Vocational_2022,2022,S14,D0025,Vocational,973192,346744,80.57557719,6.451458898,18555,19741,23.69088567,7835,7189,3881,1849,152320,4860,0.940044197,12183,10287,50.10748838,9929633,6315675.376,91.33570834,65.15703159,61.49194073,75.21172015,62.59855307,95.08307687,64.96509332,Education Survey Data,01-11-2025,68.11,62.62,70.34,67.02,73.72,69.5,214,148,125,88,143,2073,1158,1853,08-10-2022,P010
F_S22_Vocational_2023,2023,S15,D0048,Vocational,108223,573634,71.83860034,8.516776082,13388,2967,40.50415362,8024,2548,1449,5943,225755,322,1.182453198,5447,13947,41.45198976,8956592,4076970.283,77.77268023,57.60838199,86.18149152,77.73934932,73.12748364,83.23991208,73.74281429,Education Survey Data,01-11-2025,67.81,62.53,69.32,66.55,73.2,67.03,264,268,260,186,225,3930,2351,3120,11-12-2024,P001
F_S22_Vocational_2024,2024,S15,D0027,Vocational,606790,472634,72.84479504,4.343530918,26447,2951,49.30816043,3431,7029,1409,4772,110913,9279,1.180933233,16710,25263,93.03041942,6933626,4379577.036,51.37164302,57.87322443,88.04724847,85.15633827,61.29836757,82.79570292,97.63541415,Education Survey Data,01-11-2025,69.58,76.65,69.54,71.92,79.11,71.02,125,395,377,321,252,5494,2365,4826,23-07-2020,P016
F_S22_Vocational_2025,2025,S28,D0008,Vocational,503152,380664,76.16700981,9.119240624,29869,24312,45.07322054,880,5696,3350,2417,307957,8616,1.061775709,3977,60850,80.47255654,4677880,7250785.636,75.74583587,67.31389791,65.83435331,98.46108111,63.63605956,76.96975051,84.65875395,Education Survey Data,01-11-2025,66.85,81.97,48.65,65.82,72.4,65.38,126,346,281,289,296,5922,2339,5519,14-08-2024,P006
F_S23_Pre-Primary_2020,2020,S20,D0017,Pre-Primary,462286,481991,72.61048114,1.635190792,47597,29106,35.40314245,7410,2924,364,2884,354051,5176,1.165199785,13702,39040,93.55899783,5988862,8442669.786,60.12579661,70.29368464,94.24601162,65.70320804,66.93999379,78.43742199,80.88439802,Education Survey Data,01-11-2025,63.41,69.27,63.49,65.39,71.93,62.18,130,70,57,35,60,1140,463,757,27-12-2022,P014
F_S23_Pre-Primary_2021,2021,S13,D0005,Pre-Primary,341394,200040,92.32579284,9.249489852,37979,14124,78.65035665,8745,2021,1586,6354,436100,9288,0.953538158,5081,13080,47.81241361,5088612,7150740.071,51.04204337,53.19789887,62.52397975,92.97161574,99.70018952,93.42750622,88.61521556,Education Survey Data,01-11-2025,63.63,68.82,73.61,68.69,75.56,66.43,147,297,224,143,197,4543,1973,3274,04-08-2022,P013
F_S23_Pre-Primary_2022,2022,S01,D0012,Pre-Primary,761404,139014,65.13257667,9.925903591,14052,37085,45.98868251,4599,5247,4921,575,399202,5078,0.886433285,5119,3587,62.62174187,8623488,8459034.957,98.23210769,78.81056206,72.39661486,74.42519874,79.7329759,64.27294755,76.30354968,Education Survey Data,01-11-2025,67.74,70.49,65.56,67.93,74.72,71.14,142,129,106,83,78,1993,1021,1360,15-05-2025,P014
F_S23_Pre-Primary_2023,2023,S27,D0038,Pre-Primary,575097,114265,76.64235806,9.619883532,14926,7651,46.86446237,3822,1532,5816,2933,181147,5032,1.104490767,2975,4387,42.71277896,3396885,2865970.277,62.05372354,75.13140224,66.50999843,89.95001976,75.58721794,70.40073786,75.95304053,Education Survey Data,01-11-2025,63.65,78.13,53.35,65.04,71.54,60.71,184,263,230,173,265,5749,2590,4103,25-09-2025,P006
F_S23_Pre-Primary_2024,2024,S27,D0018,Pre-Primary,934779,504112,94.33286876,9.3835544,46577,35053,76.06907168,7505,7951,2280,842,8204,3919,1.01735133,9879,79566,55.45714004,4619598,538779.9965,79.11851265,85.43849347,52.49053227,77.83454507,76.40209713,83.03582071,79.35415258,Education Survey Data,01-11-2025,62.3,63.51,65.53,63.78,70.16,67.25,253,345,351,171,365,5793,2453,5602,13-02-2021,P006
F_S23_Pre-Primary_2025,2025,S05,D0026,Pre-Primary,944044,329036,72.11033616,4.563794178,34375,17181,68.83664366,9402,4745,480,2644,227817,1110,1.052144092,7505,4019,86.19308318,8296849,8302996.108,77.08438332,84.80755537,92.4526707,79.9144515,79.03061658,89.22092176,89.56975521,Education Survey Data,01-11-2025,68.85,71.67,81.34,73.95,81.35,70.59,223,320,230,272,262,4824,2957,3452,16-04-2022,P005
F_S23_Primary_2020,2020,S07,D0031,Primary,184767,131528,82.89457467,3.868264572,2024,22189,50.8178641,5784,4259,1094,3750,462710,6500,0.904860289,17625,73918,76.87339528,7634708,6846058.43,69.12327332,81.32799231,91.25177779,57.40827216,95.75504757,72.26139701,92.09663946,Education Survey Data,01-11-2025,65.96,76.83,77.22,73.34,80.67,74.98,331,121,124,66,141,2243,1237,2074,08-01-2022,P001
